"Datasheet.Order","Year","Date","Diver","SiteDetails.Recorder","Measurement.Processors","Site.ID","bay.side","Quadrat","Temperature","Salinity","Sediment.Type","Habitat.Type","%Seagrass","%Macroalgae","Seagrass.in.Area?","Quadrat.Size","Notes","Overall.Notes"
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 79","W",1,NA,NA,"S","SG",25,0,"Y",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 79","W",2,NA,NA,"S","SG",80,0,"Y",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 77","W",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 77","W",2,NA,NA,"S","SF",0,5,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 71","W",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 71","W",2,NA,NA,"S","SF",0,0,"N",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 86","W",1,NA,NA,"S","SG",0,0,"Y",1,NA,NA
1,2020,2020-07-13,"DMC","DMC; BJP; FJD","DMC; BJP; FJD","SGV 86","W",2,NA,NA,"S","SG",20,0,"Y",1,NA,NA
1,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV FP","E",1,NA,NA,"S","SG",5,0,"Y",1,NA,NA
1,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV FP","E",2,NA,NA,"S","SG",25,0,"Y",1,NA,NA
1,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD15","E",1,NA,NA,"M","MF",0,0,"N",NA,NA,NA
1,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD15","E",2,NA,NA,"M","MF",0,0,"N",NA,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 85","W",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 85","W",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 91","W",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 91","W",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 48","W",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 48","W",2,NA,NA,"S","SF",0,5,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 47","W",1,NA,NA,"S","MB",0,10,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 47","W",2,NA,NA,"S","MB",0,15,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 49","W",1,NA,NA,"S","SF",0,15,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 49","W",2,NA,NA,"S","SF",0,10,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 90","W",1,NA,NA,"S","SF",0,15,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV 90","W",2,NA,NA,"S","SF",0,20,"N",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG1","E",1,NA,NA,"S","SG",100,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG1","E",2,NA,NA,"S","SG",80,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG2","E",1,NA,NA,"S","SG",0,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG2","E",2,NA,NA,"S","SG",0,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG3","E",1,NA,NA,"S","SG",0,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG3","E",2,NA,NA,"S","SG",5,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG4","E",1,NA,NA,"S","SG",90,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV CG4","E",2,NA,NA,"S","SG",60,0,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV COR","E",1,NA,NA,"S","SG",0,1,"Y",1,NA,NA
2,2020,2020-07-16,"DMC","DMC; FJD; BJS; BS","DMC; FJD; BJS; BS","SGV COR","E",2,NA,NA,"S","SG",40,0,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS4","E",1,NA,NA,"S","SG",0,40,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS4","E",2,NA,NA,"S","SG",0,10,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS3","E",1,NA,NA,"S","SG",80,0,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS3","E",2,NA,NA,"S","SG",30,10,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS2","E",1,NA,NA,"S","SG",0,0,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS2","E",2,NA,NA,"S","SG",50,5,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS1","E",1,NA,NA,"S","SG",0,0,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV LS1","E",2,NA,NA,"S","SG",30,0,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD4","E",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD4","E",2,NA,NA,"S","SF",1,0,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD6","E",1,NA,NA,"S","SG",0,0,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD6","E",2,NA,NA,"S","SG",30,10,"Y",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD7","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD7","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV SU2","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV SU2","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD22","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-21,"DMC","DMC; FJD; KO","DMC; FJD; KO","SGV AD22","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-23,"DMC","DMC; FJD; BJS","DMC; FJD; BJS","SGV WI","E",1,NA,NA,"M","MB",0,20,"N",1,NA,NA
3,2020,2020-07-23,"DMC","DMC; FJD; BJS","DMC; FJD; BJS","SGV WI","E",2,NA,NA,"M","MB",0,0,"N",1,NA,NA
3,2020,2020-07-23,"DMC","DMC; FJD; BJS","DMC; FJD; BJS","SGV AD9","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-23,"DMC","DMC; FJD; BJS","DMC; FJD; BJS","SGV AD9","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
3,2020,2020-07-23,"DMC","DMC; FJD; BJS","DMC; FJD; BJS","SGV AD10","E",1,NA,NA,"S","SF",0,0,"N",1,NA,NA
3,2020,2020-07-23,"DMC","DMC; FJD; BJS","DMC; FJD; BJS","SGV AD10","E",2,NA,NA,"S","SF",0,5,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SAND","E",1,NA,NA,"MS","MA",0,100,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SAND","E",2,NA,NA,"MS","MA",0,40,"N",1,"Chased off a clear nosed skate",NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD8","E",1,NA,NA,"M","MF",0,0,"N",1,"Multiple dead juvenile hard clams",NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD8","E",2,NA,NA,"M","MF",0,10,"N",1,"Multiple dead juvenile hard clams",NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU5","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU5","E",2,NA,NA,"M","MF",0,5,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD11","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD11","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU6","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU6","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD12","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD12","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD13","E",1,NA,NA,"M","MF",0,0,"N",1,"Multiple dead juvenile hard clams",NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD13","E",2,NA,NA,"M","MF",0,0,"N",1,"Multiple dead juvenile hard clams",NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU7","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU7","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD14","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD14","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU4","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV SU4","E",2,NA,NA,"M","MF",0,0,"N",1,"TONS of hermit crabs",NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD25","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
4,2020,2020-07-24,"DMC","DMC, BJP, FJD","DMC, BJP, FJD","SGV AD25","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD5","E",1,NA,NA,"S","SF",0,5,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD5","E",2,NA,NA,"S","SF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD3","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD3","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD1","E",1,NA,NA,"M","MF",0,1,"N",1,"Multiple dead juvenile hard clams",NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD1","E",2,NA,NA,"M","MF",0,0,"N",1,"Multiple dead juvenile hard clams",NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD2","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD2","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD21","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD21","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV SU1","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV SU1","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD20","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-10,"DMC","DMC; KO; FJK","DMC; KO; FJD","SGV AD20","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD19","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD19","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV SU8","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV SU8","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD16","E",1,NA,NA,"M","MF",0,1,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD16","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD18","E",1,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD18","E",2,NA,NA,"M","MF",0,0,"N",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD17","E",1,NA,NA,"S","SG",90,1,"Y",1,NA,NA
5,2020,2020-08-12,"DMC","DMC; FJD; JMM","DMC; FJD; JMM","SGV AD17","E",2,NA,NA,"S","SG",40,0,"Y",1,NA,NA
1,2021,2021-07-21,"FJD",NA,NA,"SGV 62","W",1,NA,NA,NA,"SF",0,0,"N",1,NA,NA
1,2021,2021-07-21,"FJD",NA,NA,"SGV 62","W",2,NA,NA,NA,"SF",0,0,"N",1,NA,NA
1,2021,2021-07-21,"FJD",NA,NA,"SGV 69","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-21,"FJD",NA,NA,"SGV 69","W",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-21,"FJD",NA,NA,"SGV 70","W",1,NA,NA,NA,"SF",0,0,"N",1,NA,NA
1,2021,2021-07-21,"FJD",NA,NA,"SGV 70","W",2,NA,NA,NA,"SF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV AD27","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV AD27","W",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 75","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 75","W",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 77","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 77","W",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 79","W",1,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 79","W",2,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 80","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
1,2021,2021-07-22,"FJD",NA,NA,"SGV 80","W",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 71","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 71","W",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 85","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 85","W",2,NA,NA,NA,"MF",0,10,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 96","W",1,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 96","W",2,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 86","W",1,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 86","W",2,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 91","W",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 91","W",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 90","W",1,NA,NA,NA,"MA",0,25,"N",1,NA,NA
2,2021,2021-07-27,"FJD",NA,NA,"SGV 90","W",2,NA,NA,NA,"MA",0,50,"N",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV CG1","E",1,NA,NA,NA,"SG",25,0,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV CG1","E",2,NA,NA,NA,"SG",50,0,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV CG2","E",1,NA,NA,NA,"SG",75,5,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV CG2","E",2,NA,NA,NA,"SG",50,15,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV CG3","E",1,NA,NA,NA,"SF",0,0,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV CG3","E",2,NA,NA,NA,"SF",0,0,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV WI","E",1,NA,NA,NA,"MF",0,25,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV WI","E",2,NA,NA,NA,"MF",0,25,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV AD9","E",1,NA,NA,NA,"MF",0,10,"N",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV AD9","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV AD10","E",1,NA,NA,NA,"MF",0,5,"Y",1,NA,NA
2,2021,2021-07-29,"FJD",NA,NA,"SGV AD10","E",2,NA,NA,NA,"MA",0,100,"Y",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV CG4","E",1,NA,NA,NA,"SG",20,0,"Y",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV CG4","E",2,NA,NA,NA,"SG",0,0,"Y",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV COR","E",1,NA,NA,NA,"SG",25,0,"Y",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV COR","E",2,NA,NA,NA,"SG",25,0,"Y",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV SAND","E",1,NA,NA,NA,"SF",0,10,"N",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV SAND","E",2,NA,NA,NA,"SF",0,25,"N",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV AD8","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV AD8","E",2,NA,NA,NA,"MF",0,5,"N",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV SU5","E",1,NA,NA,NA,"SF",0,0,"N",1,NA,NA
3,2021,2021-08-03,"FJD",NA,NA,"SGV SU5","E",2,NA,NA,NA,"SF",0,5,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD11","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD11","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV SU6","E",1,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV SU6","E",2,NA,NA,NA,"MF",0,0,"Y",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD12","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD12","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD13","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD13","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD14","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD14","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV SU7","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV SU7","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD15","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
3,2021,2021-08-04,"FJD",NA,NA,"SGV AD15","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-04,"FJD",NA,NA,"SGV AD16","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-04,"FJD",NA,NA,"SGV AD16","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV SU4","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV SU4","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD23","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD23","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD22","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD22","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD20","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD20","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD19","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD19","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD18","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD18","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV FP","E",1,NA,NA,NA,"SG",0,0,"Y",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV FP","E",2,NA,NA,NA,"SG",10,15,"Y",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD17","E",1,NA,NA,NA,"SF",0,75,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV AD17","E",2,NA,NA,NA,"SF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV SU8","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-10,"FJD",NA,NA,"SGV SU8","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-12,"FJD",NA,NA,"SGV AD24","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-12,"FJD",NA,NA,"SGV AD24","E",2,NA,NA,NA,"MF",0,0,"N",1,NA,NA
4,2021,2021-08-12,"FJD",NA,NA,"SGV AD7","E",1,NA,NA,NA,"MF",0,0,"N",1,NA,NA
